Municipality ID,Municipality,Population Age Range ID,Population Age Range,Sex ID,Sex,Projected Population
7108,Villaflores,4,15 to 19 years,1,Male,5375
7108,Villaflores,4,15 to 19 years,2,Female,5080
7108,Villaflores,5,20 to 24 years,1,Male,4934
7108,Villaflores,5,20 to 24 years,2,Female,4905
7108,Villaflores,6,25 to 29 years,1,Male,4564
7108,Villaflores,6,25 to 29 years,2,Female,4910
7108,Villaflores,7,30 to 34 years,1,Male,4287
7108,Villaflores,7,30 to 34 years,2,Female,4783
7108,Villaflores,8,35 to 39 years,1,Male,3903
7108,Villaflores,8,35 to 39 years,2,Female,4507
7108,Villaflores,9,40 to 44 years,1,Male,3484
7108,Villaflores,9,40 to 44 years,2,Female,4139
7108,Villaflores,10,45 to 49 years,1,Male,3264
7108,Villaflores,10,45 to 49 years,2,Female,3646
7108,Villaflores,11,50 to 54 years,1,Male,2831
7108,Villaflores,11,50 to 54 years,2,Female,2939
7108,Villaflores,12,55 to 59 years,1,Male,2281
7108,Villaflores,12,55 to 59 years,2,Female,2383
7108,Villaflores,13,60 to 64 years,1,Male,1879
7108,Villaflores,13,60 to 64 years,2,Female,2010
7108,Villaflores,14,65 or more years,1,Male,4223
7108,Villaflores,14,65 or more years,2,Female,4663
7109,Yajalón,1,0 to 4 years,1,Male,2527
7109,Yajalón,1,0 to 4 years,2,Female,2392
7109,Yajalón,2,5 to 9 years,1,Male,2496
7109,Yajalón,2,5 to 9 years,2,Female,2378
7109,Yajalón,3,10 to 14 years,1,Male,2278
7109,Yajalón,3,10 to 14 years,2,Female,2240
7109,Yajalón,4,15 to 19 years,1,Male,2017
7109,Yajalón,4,15 to 19 years,2,Female,2065
7109,Yajalón,5,20 to 24 years,1,Male,1795
7109,Yajalón,5,20 to 24 years,2,Female,1891
7109,Yajalón,6,25 to 29 years,1,Male,1713
7109,Yajalón,6,25 to 29 years,2,Female,1803
7109,Yajalón,7,30 to 34 years,1,Male,1531
7109,Yajalón,7,30 to 34 years,2,Female,1704
7109,Yajalón,8,35 to 39 years,1,Male,1280
7109,Yajalón,8,35 to 39 years,2,Female,1510
7109,Yajalón,9,40 to 44 years,1,Male,1082
7109,Yajalón,9,40 to 44 years,2,Female,1244
7109,Yajalón,10,45 to 49 years,1,Male,963
7109,Yajalón,10,45 to 49 years,2,Female,1046
7109,Yajalón,11,50 to 54 years,1,Male,823
7109,Yajalón,11,50 to 54 years,2,Female,868
7109,Yajalón,12,55 to 59 years,1,Male,662
7109,Yajalón,12,55 to 59 years,2,Female,683
7109,Yajalón,13,60 to 64 years,1,Male,517
7109,Yajalón,13,60 to 64 years,2,Female,552
7109,Yajalón,14,65 or more years,1,Male,996
7109,Yajalón,14,65 or more years,2,Female,1220
7110,San Lucas,1,0 to 4 years,1,Male,489
7110,San Lucas,1,0 to 4 years,2,Female,476
7110,San Lucas,2,5 to 9 years,1,Male,442
7110,San Lucas,2,5 to 9 years,2,Female,468
7110,San Lucas,3,10 to 14 years,1,Male,432
7110,San Lucas,3,10 to 14 years,2,Female,436
7110,San Lucas,4,15 to 19 years,1,Male,415
7110,San Lucas,4,15 to 19 years,2,Female,389
7110,San Lucas,5,20 to 24 years,1,Male,356
7110,San Lucas,5,20 to 24 years,2,Female,333
7110,San Lucas,6,25 to 29 years,1,Male,312
7110,San Lucas,6,25 to 29 years,2,Female,303
7110,San Lucas,7,30 to 34 years,1,Male,277
7110,San Lucas,7,30 to 34 years,2,Female,289
7110,San Lucas,8,35 to 39 years,1,Male,232
7110,San Lucas,8,35 to 39 years,2,Female,270
7110,San Lucas,9,40 to 44 years,1,Male,195
7110,San Lucas,9,40 to 44 years,2,Female,236
7110,San Lucas,10,45 to 49 years,1,Male,179
7110,San Lucas,10,45 to 49 years,2,Female,197
7110,San Lucas,11,50 to 54 years,1,Male,156
7110,San Lucas,11,50 to 54 years,2,Female,154
7110,San Lucas,12,55 to 59 years,1,Male,133
7110,San Lucas,12,55 to 59 years,2,Female,123
7110,San Lucas,13,60 to 64 years,1,Male,117
7110,San Lucas,13,60 to 64 years,2,Female,101
7110,San Lucas,14,65 or more years,1,Male,262
7110,San Lucas,14,65 or more years,2,Female,231
7111,Zinacantán,1,0 to 4 years,1,Male,2867
7111,Zinacantán,1,0 to 4 years,2,Female,2923
7111,Zinacantán,2,5 to 9 years,1,Male,2941
7111,Zinacantán,2,5 to 9 years,2,Female,3051
7111,Zinacantán,3,10 to 14 years,1,Male,2655
7111,Zinacantán,3,10 to 14 years,2,Female,2823
7111,Zinacantán,4,15 to 19 years,1,Male,2304
7111,Zinacantán,4,15 to 19 years,2,Female,2512
7111,Zinacantán,5,20 to 24 years,1,Male,1995
7111,Zinacantán,5,20 to 24 years,2,Female,2250
7111,Zinacantán,6,25 to 29 years,1,Male,1749
7111,Zinacantán,6,25 to 29 years,2,Female,2022
7111,Zinacantán,7,30 to 34 years,1,Male,1426
7111,Zinacantán,7,30 to 34 years,2,Female,1705
7111,Zinacantán,8,35 to 39 years,1,Male,1100
7111,Zinacantán,8,35 to 39 years,2,Female,1401
7111,Zinacantán,9,40 to 44 years,1,Male,884
7111,Zinacantán,9,40 to 44 years,2,Female,1183
7111,Zinacantán,10,45 to 49 years,1,Male,791
7111,Zinacantán,10,45 to 49 years,2,Female,1023
7111,Zinacantán,11,50 to 54 years,1,Male,692
7111,Zinacantán,11,50 to 54 years,2,Female,833
7111,Zinacantán,12,55 to 59 years,1,Male,577
7111,Zinacantán,12,55 to 59 years,2,Female,686
7111,Zinacantán,13,60 to 64 years,1,Male,458
7111,Zinacantán,13,60 to 64 years,2,Female,563
7111,Zinacantán,14,65 or more years,1,Male,860
7111,Zinacantán,14,65 or more years,2,Female,1212
7112,San Juan Cancuc,1,0 to 4 years,1,Male,3132
7112,San Juan Cancuc,1,0 to 4 years,2,Female,3124
7112,San Juan Cancuc,2,5 to 9 years,1,Male,2976
7112,San Juan Cancuc,2,5 to 9 years,2,Female,3064
7112,San Juan Cancuc,3,10 to 14 years,1,Male,2520
7112,San Juan Cancuc,3,10 to 14 years,2,Female,2596
7112,San Juan Cancuc,4,15 to 19 years,1,Male,1950
7112,San Juan Cancuc,4,15 to 19 years,2,Female,1987
7112,San Juan Cancuc,5,20 to 24 years,1,Male,1470
7112,San Juan Cancuc,5,20 to 24 years,2,Female,1564
7112,San Juan Cancuc,6,25 to 29 years,1,Male,1312
7112,San Juan Cancuc,6,25 to 29 years,2,Female,1414
7112,San Juan Cancuc,7,30 to 34 years,1,Male,1170
7112,San Juan Cancuc,7,30 to 34 years,2,Female,1251
7112,San Juan Cancuc,8,35 to 39 years,1,Male,955
7112,San Juan Cancuc,8,35 to 39 years,2,Female,1057
7112,San Juan Cancuc,9,40 to 44 years,1,Male,791
7112,San Juan Cancuc,9,40 to 44 years,2,Female,886
7112,San Juan Cancuc,10,45 to 49 years,1,Male,681
7112,San Juan Cancuc,10,45 to 49 years,2,Female,737
7112,San Juan Cancuc,11,50 to 54 years,1,Male,544
7112,San Juan Cancuc,11,50 to 54 years,2,Female,576
7112,San Juan Cancuc,12,55 to 59 years,1,Male,415
7112,San Juan Cancuc,12,55 to 59 years,2,Female,433
7112,San Juan Cancuc,13,60 to 64 years,1,Male,299
7112,San Juan Cancuc,13,60 to 64 years,2,Female,322
7112,San Juan Cancuc,14,65 or more years,1,Male,628
7112,San Juan Cancuc,14,65 or more years,2,Female,663
7113,Aldama,1,0 to 4 years,1,Male,601
7113,Aldama,1,0 to 4 years,2,Female,652
7113,Aldama,2,5 to 9 years,1,Male,539
7113,Aldama,2,5 to 9 years,2,Female,575
7113,Aldama,3,10 to 14 years,1,Male,452
7113,Aldama,3,10 to 14 years,2,Female,470
7113,Aldama,4,15 to 19 years,1,Male,386
7113,Aldama,4,15 to 19 years,2,Female,385
7113,Aldama,5,20 to 24 years,1,Male,328
7113,Aldama,5,20 to 24 years,2,Female,331
7113,Aldama,6,25 to 29 years,1,Male,277
7113,Aldama,6,25 to 29 years,2,Female,284
7113,Aldama,7,30 to 34 years,1,Male,206
7113,Aldama,7,30 to 34 years,2,Female,219
7113,Aldama,8,35 to 39 years,1,Male,143
7113,Aldama,8,35 to 39 years,2,Female,167
7113,Aldama,9,40 to 44 years,1,Male,115
7113,Aldama,9,40 to 44 years,2,Female,139
7113,Aldama,10,45 to 49 years,1,Male,108
7113,Aldama,10,45 to 49 years,2,Female,129
7113,Aldama,11,50 to 54 years,1,Male,94
7113,Aldama,11,50 to 54 years,2,Female,112
7113,Aldama,12,55 to 59 years,1,Male,80
7113,Aldama,12,55 to 59 years,2,Female,89
7113,Aldama,13,60 to 64 years,1,Male,59
7113,Aldama,13,60 to 64 years,2,Female,70
7113,Aldama,14,65 or more years,1,Male,101
7113,Aldama,14,65 or more years,2,Female,151
7114,Benemérito de las Américas,1,0 to 4 years,1,Male,1453
7114,Benemérito de las Américas,1,0 to 4 years,2,Female,1388
7114,Benemérito de las Américas,2,5 to 9 years,1,Male,1437
7114,Benemérito de las Américas,2,5 to 9 years,2,Female,1369
7114,Benemérito de las Américas,3,10 to 14 years,1,Male,1392
7114,Benemérito de las Américas,3,10 to 14 years,2,Female,1318
7114,Benemérito de las Américas,4,15 to 19 years,1,Male,1232
7114,Benemérito de las Américas,4,15 to 19 years,2,Female,1176
7114,Benemérito de las Américas,5,20 to 24 years,1,Male,1001
7114,Benemérito de las Américas,5,20 to 24 years,2,Female,1006
7114,Benemérito de las Américas,6,25 to 29 years,1,Male,846
7114,Benemérito de las Américas,6,25 to 29 years,2,Female,885
7114,Benemérito de las Américas,7,30 to 34 years,1,Male,722
7114,Benemérito de las Américas,7,30 to 34 years,2,Female,771
7114,Benemérito de las Américas,8,35 to 39 years,1,Male,603
7114,Benemérito de las Américas,8,35 to 39 years,2,Female,669
7114,Benemérito de las Américas,9,40 to 44 years,1,Male,516
7114,Benemérito de las Américas,9,40 to 44 years,2,Female,553
7114,Benemérito de las Américas,10,45 to 49 years,1,Male,464
7114,Benemérito de las Américas,10,45 to 49 years,2,Female,455
7114,Benemérito de las Américas,11,50 to 54 years,1,Male,386
7114,Benemérito de las Américas,11,50 to 54 years,2,Female,375
7114,Benemérito de las Américas,12,55 to 59 years,1,Male,315
7114,Benemérito de las Américas,12,55 to 59 years,2,Female,302
7114,Benemérito de las Américas,13,60 to 64 years,1,Male,251
7114,Benemérito de las Américas,13,60 to 64 years,2,Female,230
7114,Benemérito de las Américas,14,65 or more years,1,Male,467
7114,Benemérito de las Américas,14,65 or more years,2,Female,369
7115,Maravilla Tenejapa,1,0 to 4 years,1,Male,942
7115,Maravilla Tenejapa,1,0 to 4 years,2,Female,912
7115,Maravilla Tenejapa,2,5 to 9 years,1,Male,951
7115,Maravilla Tenejapa,2,5 to 9 years,2,Female,931
7115,Maravilla Tenejapa,3,10 to 14 years,1,Male,933
7115,Maravilla Tenejapa,3,10 to 14 years,2,Female,884
7115,Maravilla Tenejapa,4,15 to 19 years,1,Male,827
7115,Maravilla Tenejapa,4,15 to 19 years,2,Female,770
7115,Maravilla Tenejapa,5,20 to 24 years,1,Male,654
7115,Maravilla Tenejapa,5,20 to 24 years,2,Female,635
7115,Maravilla Tenejapa,6,25 to 29 years,1,Male,543
7115,Maravilla Tenejapa,6,25 to 29 years,2,Female,545
7115,Maravilla Tenejapa,7,30 to 34 years,1,Male,468
7115,Maravilla Tenejapa,7,30 to 34 years,2,Female,464
7115,Maravilla Tenejapa,8,35 to 39 years,1,Male,380
7115,Maravilla Tenejapa,8,35 to 39 years,2,Female,381
7115,Maravilla Tenejapa,9,40 to 44 years,1,Male,304
7115,Maravilla Tenejapa,9,40 to 44 years,2,Female,305
7115,Maravilla Tenejapa,10,45 to 49 years,1,Male,263
7115,Maravilla Tenejapa,10,45 to 49 years,2,Female,249
7115,Maravilla Tenejapa,11,50 to 54 years,1,Male,219
7115,Maravilla Tenejapa,11,50 to 54 years,2,Female,206
7115,Maravilla Tenejapa,12,55 to 59 years,1,Male,180
7115,Maravilla Tenejapa,12,55 to 59 years,2,Female,176
7115,Maravilla Tenejapa,13,60 to 64 years,1,Male,147
7115,Maravilla Tenejapa,13,60 to 64 years,2,Female,141
7115,Maravilla Tenejapa,14,65 or more years,1,Male,279
7115,Maravilla Tenejapa,14,65 or more years,2,Female,245
7116,Marqués de Comillas,1,0 to 4 years,1,Male,814
7116,Marqués de Comillas,1,0 to 4 years,2,Female,785
7116,Marqués de Comillas,2,5 to 9 years,1,Male,823
7116,Marqués de Comillas,2,5 to 9 years,2,Female,821
7116,Marqués de Comillas,3,10 to 14 years,1,Male,825
7116,Marqués de Comillas,3,10 to 14 years,2,Female,801
7116,Marqués de Comillas,4,15 to 19 years,1,Male,722
7116,Marqués de Comillas,4,15 to 19 years,2,Female,680
7116,Marqués de Comillas,5,20 to 24 years,1,Male,569
7116,Marqués de Comillas,5,20 to 24 years,2,Female,526
7116,Marqués de Comillas,6,25 to 29 years,1,Male,457
7116,Marqués de Comillas,6,25 to 29 years,2,Female,459
7116,Marqués de Comillas,7,30 to 34 years,1,Male,384
7116,Marqués de Comillas,7,30 to 34 years,2,Female,422
7116,Marqués de Comillas,8,35 to 39 years,1,Male,339
7116,Marqués de Comillas,8,35 to 39 years,2,Female,358
7116,Marqués de Comillas,9,40 to 44 years,1,Male,301
7116,Marqués de Comillas,9,40 to 44 years,2,Female,296
7116,Marqués de Comillas,10,45 to 49 years,1,Male,271
7116,Marqués de Comillas,10,45 to 49 years,2,Female,251
7116,Marqués de Comillas,11,50 to 54 years,1,Male,223
7116,Marqués de Comillas,11,50 to 54 years,2,Female,204
7116,Marqués de Comillas,12,55 to 59 years,1,Male,179
7116,Marqués de Comillas,12,55 to 59 years,2,Female,172
7116,Marqués de Comillas,13,60 to 64 years,1,Male,145
7116,Marqués de Comillas,13,60 to 64 years,2,Female,133
7116,Marqués de Comillas,14,65 or more years,1,Male,252
7116,Marqués de Comillas,14,65 or more years,2,Female,217
7117,Montecristo de Guerrero,1,0 to 4 years,1,Male,509
7117,Montecristo de Guerrero,1,0 to 4 years,2,Female,514
7117,Montecristo de Guerrero,2,5 to 9 years,1,Male,511
7117,Montecristo de Guerrero,2,5 to 9 years,2,Female,498
7117,Montecristo de Guerrero,3,10 to 14 years,1,Male,493
7117,Montecristo de Guerrero,3,10 to 14 years,2,Female,485
7117,Montecristo de Guerrero,4,15 to 19 years,1,Male,461
7117,Montecristo de Guerrero,4,15 to 19 years,2,Female,453
7117,Montecristo de Guerrero,5,20 to 24 years,1,Male,402
7117,Montecristo de Guerrero,5,20 to 24 years,2,Female,389
7117,Montecristo de Guerrero,6,25 to 29 years,1,Male,363
7117,Montecristo de Guerrero,6,25 to 29 years,2,Female,341
7117,Montecristo de Guerrero,7,30 to 34 years,1,Male,314
7117,Montecristo de Guerrero,7,30 to 34 years,2,Female,294
7117,Montecristo de Guerrero,8,35 to 39 years,1,Male,250
7117,Montecristo de Guerrero,8,35 to 39 years,2,Female,246
7117,Montecristo de Guerrero,9,40 to 44 years,1,Male,203
7117,Montecristo de Guerrero,9,40 to 44 years,2,Female,205
7117,Montecristo de Guerrero,10,45 to 49 years,1,Male,184
7117,Montecristo de Guerrero,10,45 to 49 years,2,Female,177
7117,Montecristo de Guerrero,11,50 to 54 years,1,Male,163
7117,Montecristo de Guerrero,11,50 to 54 years,2,Female,154
7117,Montecristo de Guerrero,12,55 to 59 years,1,Male,134
7117,Montecristo de Guerrero,12,55 to 59 years,2,Female,131
7117,Montecristo de Guerrero,13,60 to 64 years,1,Male,104
7117,Montecristo de Guerrero,13,60 to 64 years,2,Female,103
7117,Montecristo de Guerrero,14,65 or more years,1,Male,199
7117,Montecristo de Guerrero,14,65 or more years,2,Female,183
7118,San Andrés Duraznal,1,0 to 4 years,1,Male,450
7118,San Andrés Duraznal,1,0 to 4 years,2,Female,444
7118,San Andrés Duraznal,2,5 to 9 years,1,Male,419
7118,San Andrés Duraznal,2,5 to 9 years,2,Female,432
7118,San Andrés Duraznal,3,10 to 14 years,1,Male,354
7118,San Andrés Duraznal,3,10 to 14 years,2,Female,379
7118,San Andrés Duraznal,4,15 to 19 years,1,Male,296
7118,San Andrés Duraznal,4,15 to 19 years,2,Female,322
7118,San Andrés Duraznal,5,20 to 24 years,1,Male,258
7118,San Andrés Duraznal,5,20 to 24 years,2,Female,276
7118,San Andrés Duraznal,6,25 to 29 years,1,Male,239
7118,San Andrés Duraznal,6,25 to 29 years,2,Female,237
7118,San Andrés Duraznal,7,30 to 34 years,1,Male,200
7118,San Andrés Duraznal,7,30 to 34 years,2,Female,202
7118,San Andrés Duraznal,8,35 to 39 years,1,Male,160
7118,San Andrés Duraznal,8,35 to 39 years,2,Female,166
7118,San Andrés Duraznal,9,40 to 44 years,1,Male,123
7118,San Andrés Duraznal,9,40 to 44 years,2,Female,123
7118,San Andrés Duraznal,10,45 to 49 years,1,Male,98
7118,San Andrés Duraznal,10,45 to 49 years,2,Female,104
7118,San Andrés Duraznal,11,50 to 54 years,1,Male,78
7118,San Andrés Duraznal,11,50 to 54 years,2,Female,100
7118,San Andrés Duraznal,12,55 to 59 years,1,Male,68
7118,San Andrés Duraznal,12,55 to 59 years,2,Female,89
7118,San Andrés Duraznal,13,60 to 64 years,1,Male,61
7118,San Andrés Duraznal,13,60 to 64 years,2,Female,71
7118,San Andrés Duraznal,14,65 or more years,1,Male,95
7118,San Andrés Duraznal,14,65 or more years,2,Female,108
7119,Santiago el Pinar,1,0 to 4 years,1,Male,313
7119,Santiago el Pinar,1,0 to 4 years,2,Female,290
7119,Santiago el Pinar,2,5 to 9 years,1,Male,319
7119,Santiago el Pinar,2,5 to 9 years,2,Female,290
7119,Santiago el Pinar,3,10 to 14 years,1,Male,266
7119,Santiago el Pinar,3,10 to 14 years,2,Female,257
7119,Santiago el Pinar,4,15 to 19 years,1,Male,226
7119,Santiago el Pinar,4,15 to 19 years,2,Female,238
7119,Santiago el Pinar,5,20 to 24 years,1,Male,198
7119,Santiago el Pinar,5,20 to 24 years,2,Female,206
7119,Santiago el Pinar,6,25 to 29 years,1,Male,171
7119,Santiago el Pinar,6,25 to 29 years,2,Female,164
7119,Santiago el Pinar,7,30 to 34 years,1,Male,126
7119,Santiago el Pinar,7,30 to 34 years,2,Female,122
7119,Santiago el Pinar,8,35 to 39 years,1,Male,92
7119,Santiago el Pinar,8,35 to 39 years,2,Female,94
7119,Santiago el Pinar,9,40 to 44 years,1,Male,72
7119,Santiago el Pinar,9,40 to 44 years,2,Female,77
7119,Santiago el Pinar,10,45 to 49 years,1,Male,56
7119,Santiago el Pinar,10,45 to 49 years,2,Female,63
7119,Santiago el Pinar,11,50 to 54 years,1,Male,46
7119,Santiago el Pinar,11,50 to 54 years,2,Female,48
7119,Santiago el Pinar,12,55 to 59 years,1,Male,45
7119,Santiago el Pinar,12,55 to 59 years,2,Female,38
7119,Santiago el Pinar,13,60 to 64 years,1,Male,37
7119,Santiago el Pinar,13,60 to 64 years,2,Female,32
7119,Santiago el Pinar,14,65 or more years,1,Male,64
7119,Santiago el Pinar,14,65 or more years,2,Female,72
8001,Ahumada,1,0 to 4 years,1,Male,631
8001,Ahumada,1,0 to 4 years,2,Female,582
8001,Ahumada,2,5 to 9 years,1,Male,639
8001,Ahumada,2,5 to 9 years,2,Female,590
8001,Ahumada,3,10 to 14 years,1,Male,636
8001,Ahumada,3,10 to 14 years,2,Female,624
8001,Ahumada,4,15 to 19 years,1,Male,606
8001,Ahumada,4,15 to 19 years,2,Female,582
8001,Ahumada,5,20 to 24 years,1,Male,535
8001,Ahumada,5,20 to 24 years,2,Female,500
8001,Ahumada,6,25 to 29 years,1,Male,492
8001,Ahumada,6,25 to 29 years,2,Female,493
8001,Ahumada,7,30 to 34 years,1,Male,469
8001,Ahumada,7,30 to 34 years,2,Female,495
8001,Ahumada,8,35 to 39 years,1,Male,433
8001,Ahumada,8,35 to 39 years,2,Female,454
8001,Ahumada,9,40 to 44 years,1,Male,403
8001,Ahumada,9,40 to 44 years,2,Female,416
8001,Ahumada,10,45 to 49 years,1,Male,394
8001,Ahumada,10,45 to 49 years,2,Female,394
8001,Ahumada,11,50 to 54 years,1,Male,350
8001,Ahumada,11,50 to 54 years,2,Female,345
8001,Ahumada,12,55 to 59 years,1,Male,287
8001,Ahumada,12,55 to 59 years,2,Female,284
8001,Ahumada,13,60 to 64 years,1,Male,233
8001,Ahumada,13,60 to 64 years,2,Female,228
8001,Ahumada,14,65 or more years,1,Male,492
8001,Ahumada,14,65 or more years,2,Female,472
8002,Aldama,1,0 to 4 years,1,Male,1127
8002,Aldama,1,0 to 4 years,2,Female,1078
8002,Aldama,2,5 to 9 years,1,Male,1133
8002,Aldama,2,5 to 9 years,2,Female,1135
8002,Aldama,3,10 to 14 years,1,Male,1176
8002,Aldama,3,10 to 14 years,2,Female,1141
8002,Aldama,4,15 to 19 years,1,Male,1179
8002,Aldama,4,15 to 19 years,2,Female,1144
8002,Aldama,5,20 to 24 years,1,Male,1113
8002,Aldama,5,20 to 24 years,2,Female,1135
8002,Aldama,6,25 to 29 years,1,Male,1052
8002,Aldama,6,25 to 29 years,2,Female,1054
8002,Aldama,7,30 to 34 years,1,Male,934
8002,Aldama,7,30 to 34 years,2,Female,908
8002,Aldama,8,35 to 39 years,1,Male,810
8002,Aldama,8,35 to 39 years,2,Female,852
8002,Aldama,9,40 to 44 years,1,Male,771
8002,Aldama,9,40 to 44 years,2,Female,865
8002,Aldama,10,45 to 49 years,1,Male,805
8002,Aldama,10,45 to 49 years,2,Female,864
8002,Aldama,11,50 to 54 years,1,Male,752
8002,Aldama,11,50 to 54 years,2,Female,773
8002,Aldama,12,55 to 59 years,1,Male,625
8002,Aldama,12,55 to 59 years,2,Female,646
8002,Aldama,13,60 to 64 years,1,Male,516
8002,Aldama,13,60 to 64 years,2,Female,537
8002,Aldama,14,65 or more years,1,Male,1205
8002,Aldama,14,65 or more years,2,Female,1211
8003,Allende,1,0 to 4 years,1,Male,294
8003,Allende,1,0 to 4 years,2,Female,265
8003,Allende,2,5 to 9 years,1,Male,314
8003,Allende,2,5 to 9 years,2,Female,301
8003,Allende,3,10 to 14 years,1,Male,370
8003,Allende,3,10 to 14 years,2,Female,349
8003,Allende,4,15 to 19 years,1,Male,403
8003,Allende,4,15 to 19 years,2,Female,382
8003,Allende,5,20 to 24 years,1,Male,353
8003,Allende,5,20 to 24 years,2,Female,346
8003,Allende,6,25 to 29 years,1,Male,290
8003,Allende,6,25 to 29 years,2,Female,287
8003,Allende,7,30 to 34 years,1,Male,268
8003,Allende,7,30 to 34 years,2,Female,268
8003,Allende,8,35 to 39 years,1,Male,274
8003,Allende,8,35 to 39 years,2,Female,283
8003,Allende,9,40 to 44 years,1,Male,286
8003,Allende,9,40 to 44 years,2,Female,310
8003,Allende,10,45 to 49 years,1,Male,307
8003,Allende,10,45 to 49 years,2,Female,332
8003,Allende,11,50 to 54 years,1,Male,298
8003,Allende,11,50 to 54 years,2,Female,314
8003,Allende,12,55 to 59 years,1,Male,276
8003,Allende,12,55 to 59 years,2,Female,286
8003,Allende,13,60 to 64 years,1,Male,269
8003,Allende,13,60 to 64 years,2,Female,264
8003,Allende,14,65 or more years,1,Male,841
8003,Allende,14,65 or more years,2,Female,747
8004,Aquiles Serdán,1,0 to 4 years,1,Male,972
8004,Aquiles Serdán,1,0 to 4 years,2,Female,1011
8004,Aquiles Serdán,2,5 to 9 years,1,Male,853
8004,Aquiles Serdán,2,5 to 9 years,2,Female,958
8004,Aquiles Serdán,3,10 to 14 years,1,Male,721
8004,Aquiles Serdán,3,10 to 14 years,2,Female,867
8004,Aquiles Serdán,4,15 to 19 years,1,Male,718
8004,Aquiles Serdán,4,15 to 19 years,2,Female,817
8004,Aquiles Serdán,5,20 to 24 years,1,Male,934
8004,Aquiles Serdán,5,20 to 24 years,2,Female,905
8004,Aquiles Serdán,6,25 to 29 years,1,Male,1213
8004,Aquiles Serdán,6,25 to 29 years,2,Female,1011
8004,Aquiles Serdán,7,30 to 34 years,1,Male,1153
8004,Aquiles Serdán,7,30 to 34 years,2,Female,907
8004,Aquiles Serdán,8,35 to 39 years,1,Male,891
8004,Aquiles Serdán,8,35 to 39 years,2,Female,724
8004,Aquiles Serdán,9,40 to 44 years,1,Male,703
8004,Aquiles Serdán,9,40 to 44 years,2,Female,592
8004,Aquiles Serdán,10,45 to 49 years,1,Male,587
8004,Aquiles Serdán,10,45 to 49 years,2,Female,492
8004,Aquiles Serdán,11,50 to 54 years,1,Male,446
8004,Aquiles Serdán,11,50 to 54 years,2,Female,382
8004,Aquiles Serdán,12,55 to 59 years,1,Male,319
8004,Aquiles Serdán,12,55 to 59 years,2,Female,271
8004,Aquiles Serdán,13,60 to 64 years,1,Male,218
8004,Aquiles Serdán,13,60 to 64 years,2,Female,179
8004,Aquiles Serdán,14,65 or more years,1,Male,316
8004,Aquiles Serdán,14,65 or more years,2,Female,332
8005,Ascensión,1,0 to 4 years,1,Male,1302
8005,Ascensión,1,0 to 4 years,2,Female,1345
8005,Ascensión,2,5 to 9 years,1,Male,1302
8005,Ascensión,2,5 to 9 years,2,Female,1344
8005,Ascensión,3,10 to 14 years,1,Male,1273
8005,Ascensión,3,10 to 14 years,2,Female,1295
8005,Ascensión,4,15 to 19 years,1,Male,1259
